# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Alyrata_107_v1	Arabidopsis_thaliana	Bdistachyon_314_v3	Crubella_183_v1	Esalsugineum_173_v1	Mtruncatula_285_Mt4
0	20739	1539	3838	0	9724
8967	24123	0	0	0	0
17916	9482	25220	11464	16317	32784
30292	0	11038	0	27096	0
8236	43069	28500	17893	29238	0
29119	26884	0	15385	28676	32785
13833	46196	11408	22930	26304	43051
0	20143	0	0	3936	24885
0	28265	51280	0	11642	6793
11962	47306	25678	5891	6975	39733
25314	15195	14004	4341	7410	5856
28332	2776	1928	868	10959	19165
0	0	37464	0	0	9270
17266	38008	17770	2289	19267	0
26459	4462	0	12256	0	0
24969	23729	5197	14251	4029	29320
6975	22113	29367	25212	26421	14270
4579	22246	2899	19823	12394	31558
0	12314	6229	24548	23738	62021
12478	40759	0	439	10889	43557
9406	5910	22481	5441	9117	5702
3	37242	15437	9530	13399	0
10540	26046	0	0	22958	0
3443	43870	0	12104	4277	44166
28542	10284	35818	15359	20908	42652
0	8981	0	386	20679	50722
10022	16026	29518	25572	23234	37278
29525	17014	14972	20321	15867	34195
17015	42327	0	6971	7191	44820
7944	40846	2901	13021	22652	0
20561	25133	41107	3646	8851	9648
30385	39024	52479	4281	6525	13925
24317	22538	14499	28371	19796	61713
0	32324	0	24189	0	17095
26664	34100	0	18402	818	0
13060	18578	35496	5953	6861	55638
583	18907	15120	16987	1004	57394
0	10283	0	15360	20909	42653
4408	22621	35535	25282	7488	57517
19381	46544	50195	17714	1605	24187
9533	2767	52779	15463	28911	17830
12882	39013	15121	2849	11256	16846
15050	8128	44062	10488	14034	58413
0	42050	10475	0	0	22532
18563	19766	21873	14838	3468	57560
11750	25826	47507	20623	12241	9195
28659	37281	13714	12450	3917	19233
21684	38928	6732	2040	27203	35401
21997	13387	3949	5219	0	10159
6970	44609	10580	6775	9190	29047
10697	12077	8270	12386	16925	52383
0	28561	37193	0	27213	0
27818	12802	34996	23962	26371	2958
28044	33738	0	5923	7776	19166
316	7539	18259	11949	3633	0
25431	44033	44246	16710	1129	57208
0	45869	0	561	27709	0
11101	31231	0	0	0	13338
16673	29443	23397	13058	2555	30699
24553	17149	16873	341	20714	27874
31238	9745	38427	16025	1337	20443
31111	2929	35994	8089	13528	35197
19778	26897	41239	26085	23369	54374
2287	0	0	5070	5995	49276
2382	38249	4055	7413	4988	19234
29929	11925	49846	17584	28920	53927
9542	0	52208	11684	17264	10681
27034	17774	20815	12836	2445	49124
11470	38440	41958	25263	24609	13618
21099	5621	0	7626	5021	0
5691	45484	0	23718	26978	0
20988	33816	34794	27651	28467	46896
12586	42528	0	26357	0	0
25509	27148	31869	16624	426	24918
31132	44803	33405	27379	28372	44900
12173	20004	45135	18902	12449	0
30306	9414	9367	10168	15452	13223
18667	11137	18335	4358	8330	29590
0	47628	43685	457	0	19783
17478	30609	38265	28138	20069	21985
20102	8751	0	13111	4425	9103
0	20141	0	0	3934	51279
24030	8470	0	5912	5053	0
14802	20150	27223	24919	24878	52484
2461	21942	25956	663	27457	1563
14840	44554	0	25570	20102	7798
29118	3257	1901	28073	25852	19522
28638	1623	17997	18510	20847	13698
18714	46441	49420	3681	5953	36577
6569	12421	44080	17243	1768	29402
20699	37198	46524	5927	5874	42065
3776	29862	12437	1615	18588	31245
13232	23271	0	3289	8997	19383
15794	18870	0	9358	15840	0
31081	11170	5609	623	19575	35979
14914	30450	0	26947	0	0
12788	893	25361	14748	3162	52545
0	22847	0	0	7329	0
15160	948	8409	4476	5670	58701
12521	24249	26754	27749	18593	10962
24506	11113	14612	23303	23513	31201
12883	13827	40364	11541	14631	11640
0	13577	30883	17759	0	0
0	2219	38501	0	0	11009
17038	42413	46294	12060	2232	18527
18636	7083	29630	11045	15087	31777
30001	7750	0	24387	17345	0
28085	44063	17280	2810	16838	12245
4924	47181	21409	19931	21348	27189
0	31526	0	25649	20541	0
29200	3208	41805	12410	2967	22656
30226	34940	22158	17456	1406	28112
15582	13329	28678	20642	12478	20046
9883	21322	51006	9941	14283	44222
0	16288	8252	0	0	0
0	14949	3984	26497	23066	61704
27464	21429	37583	5245	9094	54975
257	39685	22682	23225	17651	2198
29338	21667	52676	12815	2918	39790
23115	14827	0	21203	12656	0
18342	47900	34646	16469	20947	43269
0	29491	10485	0	18583	42271
2087	13246	46810	13868	16663	56209
30066	32002	24996	8717	15222	44342
6965	19186	18934	2036	28156	53574
9233	46203	32770	14735	3553	28176
892	15376	24933	27223	19769	34316
22908	13490	15041	17536	21145	7295
0	15738	0	0	7921	4469
27438	0	0	0	10183	0
0	0	36473	17873	375	54964
19339	3968	0	26974	22955	0
0	17323	8505	0	25506	55605
26931	39896	20174	11672	4386	19389
1348	25330	0	27314	24036	0
6733	41974	41464	22277	17357	29424
14413	8601	0	3752	7932	0
1463	21372	19589	26246	19232	55626
28414	15788	41093	5003	8858	15933
0	10145	39295	11613	14078	5483
21467	11042	24595	19231	12927	1074
15683	37922	0	9823	14089	0
8733	11884	33626	18693	12996	37414
1037	41987	27095	19502	21558	26699
20825	18069	28972	4782	8346	60894
21549	36097	0	3713	6798	0
8744	11904	40245	9379	13761	17133
13587	47965	0	10544	15850	0
6640	37945	0	3424	6660	0
4663	18068	39230	25370	0	0
3559	0	0	22803	17601	0
16306	27180	10345	10307	13479	8112
2163	25806	49595	25912	19422	58651
22659	16091	38053	15152	3422	456
26422	6249	0	23533	25529	0
23932	44174	12206	6474	7395	0
8042	6534	28735	22608	20716	44806
0	42825	0	0	0	25354
0	29115	0	1496	0	35355
23292	46799	14582	9502	16266	36532
0	38248	0	7414	0	14184
27798	686	2040	25146	27027	2790
19737	40059	8801	7931	506	51865
4522	9096	28308	19448	12568	16777
0	26224	51812	32	27642	6304
3383	32039	17797	16967	9557	26004
24193	36305	111	27594	23381	8113
2550	10156	0	6092	6299	43896
14976	36093	2495	10362	13598	0
0	42824	0	0	0	22907
0	28847	0	4907	7268	39388
15727	24347	51439	10691	13448	40429
0	22376	0	0	0	30704
18786	44477	29052	10628	9930	7293
0	39977	50583	13455	22381	26874
0	19748	0	0	20927	49819
9887	16253	0	17316	1250	41184
18751	24865	21808	13844	2683	35422
21568	17164	0	12053	17063	16740
8011	39419	6529	5634	5954	48509
12485	0	0	7316	0	0
6229	12581	39046	25906	24450	6084
2472	41791	5582	4631	8172	7376
0	782	13945	0	24039	0
0	12992	37677	0	7304	0
12388	45633	52472	4539	6986	14289
8714	33661	9423	17135	1650	4683
0	42703	9730	19121	11841	0
25237	48106	34457	5172	4586	0
24221	44017	896	4072	6030	59811
0	32268	26484	9367	14464	41200
9921	20856	0	23843	18021	38206
4556	3245	8239	14142	22516	39852
18322	33529	29501	22679	24006	50186
9988	28484	25482	6579	9031	19916
0	29276	0	24102	27021	55844
25776	43859	1985	22371	24458	0
3897	41990	33871	9483	15384	14347
0	16004	0	0	21111	0
16664	5226	41065	26456	23048	57912
27790	22520	0	12461	2444	40906
14356	29427	49434	21025	21376	22084
0	22620	0	25283	0	0
22632	21567	38054	5116	4997	457
0	40565	0	0	6396	43786
20198	30449	0	26948	0	0
0	34480	29146	0	21044	0
11671	8028	0	19036	12833	20510
146	36151	0	0	12171	53174
6791	40625	49167	9118	14516	11078
13571	6306	35433	15977	9248	45445
5414	20425	23685	28145	24029	0
12552	336	27335	18871	11572	20755
0	44864	0	26617	0	0
28748	8782	22605	590	27816	57242
32208	20668	0	12811	22673	59424
0	45410	46745	25414	17160	54840
6419	4562	46746	28389	16856	13852
0	8989	27832	0	3924	0
16781	8209	33919	28268	26519	12403
8525	19170	23756	20856	12034	38793
6330	20800	33913	8683	18922	17022
0	11924	0	17585	0	53928
11737	13649	5755	21504	17634	19853
15291	36462	49121	17867	1835	46443
31687	44718	49864	27387	24428	4489
1326	1101	48650	7093	8199	43716
4020	9208	27414	4825	7507	23745
16810	6011	51631	2914	10937	0
14364	29697	52478	25888	17683	25447
22358	17433	2146	14036	3350	53785
6091	5234	0	1176	26405	0
0	27954	0	0	25493	55845
7483	43919	7978	21113	21237	21954
21918	13168	52578	22824	24930	3173
3860	25191	16259	24516	24995	23174
11933	16852	14672	15707	1736	24314
14360	30650	17823	9986	15597	0
29703	14676	22159	23164	26694	55313
0	8127	0	10489	14033	58412
22513	29512	14674	3653	6041	24315
11639	45729	21744	11642	4259	32947
22469	34447	0	2089	27949	0
22244	29903	29984	22015	26501	26051
20187	26317	31236	9330	13411	39914
25939	11457	51995	7242	6001	18145
26868	23717	0	8390	16030	11422
29184	29019	26697	26148	19753	6409
0	36741	0	22717	0	17907
11421	12369	0	19328	12895	0
3434	23107	0	9445	14362	0
17325	21045	42371	27604	24042	21689
24463	27772	5230	20662	11849	16064
26862	6276	6620	9574	15820	21822
30348	14499	38013	4955	7315	35324
30696	36398	50891	27395	23186	15092
5604	20735	7767	23825	18107	53707
4483	26625	26471	1969	27849	56398
13308	23936	23843	21545	26812	50149
19950	46030	23723	0	0	0
2079	39077	16138	6129	8043	41232
2721	10264	8203	8280	14572	44323
2559	39285	25529	3849	5533	16056
28378	17346	39371	8015	15388	42574
9102	33190	6081	23479	24471	3460
26406	43081	35642	18377	1252	27187
1403	28611	1908	10889	15400	54412
3918	21159	52716	2457	27736	909
0	13816	21555	4486	23091	9335
24411	0	0	6949	6974	0
30477	14654	10817	2025	11088	26136
26296	46493	51461	0	27253	21329
15930	7621	14498	23420	26195	53537
1248	4393	0	3727	0	10450
0	40243	29664	1609	0	0
0	4241	38503	0	0	11008
13749	36338	23810	24342	20027	43606
31308	46974	45751	7205	20079	35087
0	43349	0	0	10912	0
29802	40384	394	19388	12208	31381
5848	38728	9208	13623	2660	11263
2534	17061	24685	23012	18275	43564
0	4272	45070	0	15783	9386
0	22112	29368	0	26420	0
15120	37468	0	9467	14166	33369
13708	43708	0	24561	18190	0
0	15193	21240	0	7411	5857
3292	31923	0	16401	9619	0
2025	15046	38150	780	23130	62031
25294	33955	3479	9622	14439	0
27171	20711	587	2689	27547	22542
0	0	41317	25406	0	9222
31673	24618	51473	25930	19564	31935
7323	12510	49049	4012	5683	55542
17239	24505	0	21572	24125	41405
1704	14624	28933	27224	26044	7962
2536	22754	27912	5262	4785	17414
0	0	41316	0	0	9220
0	0	0	23987	19091	0
10746	13241	0	18160	29081	0
5939	38555	38480	5791	7007	62235
0	9673	24771	17740	28557	32608
0	30655	0	20643	12961	10994
7802	10593	36607	20626	22045	33160
480	31355	0	25607	23028	0
0	34665	10128	5593	8003	42363
1449	44018	0	19213	12164	8333
8292	31009	44710	19094	12966	34937
20343	28226	31691	18469	9742	28860
24215	4229	49727	27572	26386	54215
13377	5310	48574	24605	19087	20990
9915	41282	35431	17479	1197	29976
11402	14736	22689	19728	11810	3205
12061	19109	0	20710	21368	0
21828	34509	27833	0	0	0
9364	35836	0	1744	10699	17013
12348	1299	44343	18810	21893	53743
24617	17606	27913	12387	4017	0
0	40691	7571	0	0	0
32066	17202	22736	22863	17638	61218
30452	4556	3240	9473	13674	8286
0	17148	16874	0	20713	27875
0	30771	0	18944	0	0
25009	13159	50471	14197	2022	28289
22656	19899	36159	22861	25305	39880
25898	40716	31312	25045	19992	44609
0	2221	38502	0	0	11010
29960	4331	48894	4135	0	47119
4784	8353	33077	6368	8207	4842
6695	17496	25530	11985	2481	57547
0	45660	0	19857	21271	13999
15608	31052	32497	24934	19938	1329
0	3943	16907	3789	7928	0
24464	36059	0	16602	417	0
25691	18438	0	6229	9125	0
20583	42494	50802	5638	7234	52134
21750	19979	37321	7063	12322	17531
0	8750	0	13112	4426	9104
5276	40297	49362	28331	20537	59316
0	25962	0	860	0	59937
24055	502	47079	8546	19774	46930
6205	22769	0	0	0	40218
7611	45974	52867	2396	18681	0
23693	3971	0	0	0	0
16177	41853	8119	18424	9668	44690
25437	10560	37086	27559	24579	4440
6818	39735	51910	27932	24756	32854
4338	40753	45151	28006	18638	18838
29555	46006	0	3432	6408	13667
0	7014	8784	7920	13724	57771
0	1803	42143	20053	0	0
0	9672	24770	17739	0	38759
20720	18359	9255	2882	27850	60418
30010	38170	0	21887	18304	29287
3638	28347	0	11454	23274	0
27805	12795	0	27212	18559	37201
0	17685	0	407	11026	22925
28141	31516	34458	6685	8707	43878
26645	16037	0	27652	28490	0
32225	34654	21965	13240	22485	16378
31334	25351	12348	22190	18581	0
5593	41145	4779	25963	24668	4084
7139	36886	12766	5950	6561	6118
0	37055	11378	4956	5997	45911
28903	4710	12169	21472	17886	0
30133	29234	13695	6110	8837	36693
19262	36126	12198	5832	6404	11117
11204	3253	0	0	0	58575
9905	30376	2989	845	20638	24697
22847	3058	34279	12935	2769	59757
0	11083	48558	0	5473	48681
31917	11868	18386	6686	4570	58112
25622	18485	8502	20207	11346	43401
0	34053	33231	0	18468	52516
8228	19552	51056	13319	4329	55783
0	13133	0	0	20938	0
25536	9452	16260	20014	11628	0
5852	18289	41777	13172	3793	0
8536	39864	34204	4253	6337	12605
9508	45613	0	12886	5622	47922
23372	46073	0	1762	27528	37202
0	11081	36293	0	5475	0
0	0	0	23966	18649	0
30504	22161	22804	12592	2568	44525
5622	5612	33800	23424	24132	44353
15760	23542	0	2041	10818	17629
25757	29097	9434	5515	6869	18556
11173	605	37322	0	0	18860
7018	38229	0	15635	20848	34388
7947	15094	33556	20038	12589	35083
0	17494	25531	11986	2482	0
22799	6286	20999	4499	4752	40019
18988	33527	12022	5885	12727	116
29938	7603	25622	5587	8373	18641
32494	36645	17226	16263	1798	30149
20771	20111	5975	26692	25181	30946
30406	44152	47963	7918	14038	59395
19565	42625	19674	13668	22261	53292
30213	34968	25586	28028	18975	2582
13165	4536	42248	8992	19353	16732
12740	10523	33801	27605	20665	0
18597	7295	24610	14573	4300	0
0	10568	0	0	8683	0
8304	38688	52579	26717	19330	0
32258	18137	15809	2556	10975	27275
28719	7906	10818	16039	1813	26137
21913	4307	0	15047	3992	0
28148	2050	13585	24569	24576	41843
9568	1686	12596	22794	26344	61127
7384	38731	43190	4115	6260	60551
9503	38558	31246	24262	25362	1382
25457	44248	0	20585	12035	0
4861	41590	27910	5857	8929	54390
2468	44715	3710	18110	9519	21379
19248	606	9659	23106	25784	30960
21492	37937	27868	13450	2246	26374
16173	28763	0	15069	20770	47389
9842	47085	0	20410	13012	3907
4746	25141	22788	2760	19744	16200
10725	33249	0	21643	19419	0
31728	48175	0	3034	0	10764
14123	3457	47283	20655	12637	33989
0	8528	0	0	1985	0
2695	6394	1594	7099	6482	30471
3872	37124	0	17088	1510	27557
15447	36785	0	16329	927	61354
13043	46759	40341	23277	24538	39566
0	23596	2431	0	0	0
17380	46447	16112	26863	25698	59308
0	34898	15174	0	13884	3222
24619	11840	43349	27493	20195	0
4325	35383	0	14803	16945	20910
12038	8869	51054	3417	5041	0
23699	32333	17614	25967	23600	6420
2151	10431	45206	14832	3865	41905
11951	6969	0	21751	24318	9304
1929	16393	2583	20598	12305	61405
0	34872	37323	4217	5666	18861
11429	20579	24580	10700	10334	32265
14542	23139	5033	22607	9282	58237
10117	37770	0	310	11070	0
26466	43742	0	27908	18565	38003
0	47465	0	11353	15538	55096
12416	40772	0	26319	26929	0
0	29818	52966	19562	11591	24933
29956	7761	17246	11630	19071	0
12665	35448	0	3666	8451	0
0	39284	25532	3850	5534	16057
19647	13637	15214	25690	23757	15033
11232	15558	50309	15200	16720	37620
900	38369	0	3461	5724	14000
4515	19402	0	11488	14142	5010
12261	24685	0	19101	2486	0
24806	34685	0	6357	8492	39455
14070	37401	30963	18801	12265	59839
3663	29984	0	26351	25595	6123
0	44701	0	0	18921	0
0	44700	0	0	18920	0
30163	10356	36809	13190	17191	45774
10572	19245	24424	4493	5325	40759
7613	39155	28090	15125	17099	0
25056	12174	0	924	11040	24919
24164	41208	23088	24549	18504	17890
0	43488	19201	0	0	0
6346	19673	0	0	26615	24393
28342	45215	0	24235	25142	0
21548	6789	6417	22048	19188	21372
18140	46751	29197	18896	13049	50353
0	14922	21717	0	0	0
13516	8526	20415	26462	22992	33908
0	19110	0	20711	0	0
31859	34789	2003	3902	7904	6925
27487	32297	11584	4872	8306	3947
0	46836	0	26672	23690	0
30123	35523	1001	22674	18072	24208
29154	20419	0	15407	1630	4470
31245	28668	32107	17032	29244	59997
17585	8695	0	8585	13291	0
0	11301	0	3004	0	34649
9650	11126	0	4951	6851	0
7350	10801	12055	8655	13767	5323
27525	17295	14387	27922	26180	10296
29208	36008	37347	19822	21306	41212
14725	21087	0	0	0	0
0	11407	22015	8521	13621	33854
12963	31118	22467	2502	10826	6440
0	32036	0	21804	26134	33064
10525	1964	0	28134	26535	0
3104	26241	9152	17722	20983	36191
1433	12718	25623	21346	11918	18642
495	19881	24649	21528	17926	50358
11506	38289	0	6084	8651	44580
5222	32186	0	12596	22271	0
10419	6296	25533	19030	0	16058
21905	12193	49193	14956	2952	37987
27465	48215	0	26187	28307	0
24471	38002	0	9454	14339	7390
10974	5469	0	7811	13476	33962
25985	0	41578	6717	13478	0
0	28414	32093	18603	21286	30911
5856	39424	0	569	16686	53176
21652	24597	0	20898	12920	0
24722	10125	42491	5351	6427	260
22923	13601	0	27144	22908	0
8472	36474	16654	0	28405	0
5167	3997	21083	13141	3093	5190
29447	38593	0	27093	23317	0
0	41343	43841	25678	23891	53847
1512	43043	3382	23002	18048	43310
7893	18292	2659	23412	23732	7246
29380	24970	52717	27574	19597	3832
9951	32859	23268	19769	12507	24297
28989	15860	52171	8532	14759	18148
12623	15595	20299	16725	276	30927
21183	28164	45567	13365	21086	58786
6473	17402	49124	23449	24570	34695
0	14286	22417	0	0	27629
21272	5767	12923	9343	16067	40526
29360	2950	27057	17731	1356	12606
0	46874	30164	5323	7197	27115
0	24367	11849	20852	12964	52322
5330	3213	0	6271	6183	28504
4996	45566	40815	7220	19945	4225
6044	2233	0	15640	963	40543
2343	10686	0	26996	26285	0
17873	11709	30583	11578	14776	53820
24692	23976	50182	3536	4565	41588
0	39286	0	0	5535	16059
0	31529	26239	0	0	11975
32239	38855	0	13569	21026	50718
13239	39327	37936	3285	7480	45190
6190	17154	0	0	250	11621
29475	38162	19021	7338	7060	0
2388	27682	0	21905	26563	0
28801	27547	0	27787	24456	8694
0	20377	0	0	0	5173
0	20376	0	0	0	5172
17868	36236	0	7625	8352	23957
6126	30586	52718	28369	21336	0
0	26417	19547	0	18	0
19321	45693	46569	13446	3507	57665
0	32340	0	12639	0	51192
19924	23499	0	18568	23374	30636
351	2355	0	17891	1084	0
0	10189	48458	12021	0	19488
15000	24616	27238	11872	15574	58427
13056	27268	26367	10843	14633	59686
19368	21949	5282	20733	21816	33248
23396	26859	0	23766	18217	0
0	25506	0	19631	0	0
10479	0	0	10697	0	0
31640	47881	29073	21621	26750	43124
25365	27056	15228	26734	25712	15870
3001	0	0	0	0	11974
7663	29495	0	0	0	47924
8403	38409	0	190	0	1038
9358	16060	29423	27843	26656	19276
30491	47188	45827	19817	12935	36176
5287	22921	15661	16511	1075	3124
3130	3489	0	25247	18462	26515
0	0	29725	14568	0	5487
12927	5277	43473	16802	9472	24998
25543	1789	25753	22469	18815	12226
0	0	44936	0	1928	55204
26470	420	36426	9599	16150	61260
11460	40474	0	21876	24294	21573
13074	14888	3435	4716	6646	22857
28564	15627	44365	22258	26506	49826
12435	363	45683	6904	7196	18132
3802	9276	3942	13009	3635	10654
4738	42554	29814	2180	27531	29968
0	6533	28736	0	20717	0
11723	34580	11712	19977	12704	14809
23486	44240	7141	4025	6633	17207
0	29696	0	22063	0	25448
0	29695	0	22062	0	25449
30206	32530	0	11288	16350	44029
27124	39203	0	27381	26097	37234
0	44083	45430	0	26737	9387
22603	46866	49340	3870	7384	56048
9818	6940	7597	24157	17851	30573
0	12509	0	0	5682	59944
16562	32731	0	20004	22052	47440
32026	3316	0	11405	13813	2178
0	5654	42403	0	3148	7225
10132	2223	34298	22205	17803	27944
13331	37233	12774	23399	17491	39450
24539	31210	50516	15000	3415	39556
9164	28236	27786	24900	26701	2347
5581	4316	681	7140	6918	53730
17751	17686	29331	2975	10666	11822
30170	44750	4516	14883	3616	11104
0	45728	0	0	4260	32948
14590	9990	25559	23471	25989	9836
0	11171	0	0	19574	0
11753	633	30440	13083	3760	36669
19316	47333	49960	21419	21576	0
5341	34756	5655	15496	1702	7686
6524	5643	29782	9687	14131	53423
25938	36364	0	8286	15225	0
27475	42834	0	20861	12721	21998
0	14920	21719	0	0	0
24685	0	0	6749	6307	0
0	2507	21913	8713	0	43788
25587	13187	14799	20613	12788	22449
27803	21072	0	21814	26864	0
28955	38239	3836	8064	15913	3042
18139	14732	0	18029	19015	0
31063	0	0	22251	26492	0
0	22134	23709	0	28263	10543
560	36527	28579	4841	5782	32837
0	12480	0	9110	14186	13400
1748	41248	24890	9270	15567	23303
3604	43409	0	14626	22240	53130
0	21666	52677	0	2919	39791
21550	41512	10468	3005	1235	11827
5803	21420	33566	6039	6521	10769
0	17490	0	0	2483	0
18657	14529	0	0	0	0
11368	46698	34868	4895	7750	35129
1692	7121	0	14262	16697	1387
26065	12655	22006	19333	21506	44623
9278	44122	0	0	0	0
24598	30274	0	0	13126	0
28964	30279	0	24868	24342	0
1376	23246	12293	3526	6132	2267
3384	11208	5283	17312	28888	35557
0	46005	0	0	6409	20429
28157	7790	35016	8627	16166	22115
688	34076	0	1750	27430	0
15497	41296	187	19768	12670	0
9059	41230	39500	12969	22694	41156
24001	18512	32820	10736	14744	37006
4108	7696	10648	1616	16689	30947
5353	46797	0	15431	455	38798
7953	28942	48944	9608	16537	8172
0	6005	0	0	7985	17908
23256	8636	0	1917	19634	0
22815	48214	0	27957	19105	3596
0	27688	27501	5270	5970	11529
0	5468	31709	7813	0	0
0	5467	31710	7812	0	0
0	42828	0	0	0	22908
0	30948	0	19596	0	16207
0	20550	0	17247	0	42815
0	4315	446	7141	6919	0
16371	7999	31061	21357	11404	5964
21512	28826	41547	16620	29041	6177
0	18287	41776	13173	0	0
0	0	0	25001	0	55203
8433	47147	0	2335	11253	30046
6175	32429	36223	0	0	0
859	2795	41841	1990	27161	79
0	10777	32632	0	2	0
0	36007	0	19821	21307	16458
17195	31364	0	11508	14692	21933
0	2765	26340	0	28910	17829
0	34393	7013	10313	14696	41957
13407	2319	4246	21582	25597	0
2306	38436	0	1749	27953	16464
