query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Bdist_subject_id;Ath_vs_Bdist_dN;Ath_vs_Bdist_dS;Ath_vs_Bdist_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS;Ath_vs_Pabies_subject_id;Ath_vs_Pabies_dN;Ath_vs_Pabies_dS;Ath_vs_Pabies_dNdS
AT1G04640.2.1;311551;0.01071;0.117;0.09153;Bradi1g63900.1;0.256;1.752;0.1461;Carubv10010053m;0.03699;0.2783;0.1329;Thhalv10009297m;0.0389;0.2561;0.1519;Medtr1g106190.2;0.1707;2.088;0.08176;MA_10427857g0010;0.2554;1.895;0.1348;lcl|NW_010969548.1_cds_XP_010522436.1_36130;0.1082;0.6977;0.1551
AT1G04690.1.1;470455;0.002978;0.1232;0.02416;Bradi3g55400.2;0.09023;1.45;0.06223;Carubv10009717m;0.006571;0.3648;0.01801;Thhalv10008181m;0.007477;0.3892;0.01921;Medtr1g047250.1;0.097;2.479;0.03914;MA_10425964g0010;0.2508;NA;NA;lcl|NW_010969548.1_cds_XP_010522430.1_36124;0.02823;0.9568;0.0295
AT1G04760.2.1;919163;0.004461;0.08374;0.05328;Bradi1g54680.1;0.09163;1.373;0.06675;Carubv10012187m;0.01257;0.2145;0.0586;Thhalv10008729m;0.02779;0.2402;0.1157;Medtr1g047720.1;0.1122;1.309;0.08573;MA_94963g0010;0.1007;2.009;0.05013;lcl|NW_010969548.1_cds_XP_010522416.1_36109;0.04603;0.4802;0.09587
AT1G04790.1.1;470464;0.06485;0.09957;0.6513;Bradi5g15450.4;0.6748;NA;NA;Carubv10008582m;0.1101;0.225;0.4893;Thhalv10007101m;0.1113;0.2798;0.3979;Medtr1g047180.2;0.5337;NA;NA;MA_12188g0010;0.3441;NA;NA;lcl|NW_010965696.1_cds_XP_010542983.1_18099;0.34;0.9396;0.3618
AT1G04870.2.1;919175;0.008174;0.1209;0.0676;Bradi1g51130.2;0.2792;2.02;0.1382;Carubv10009430m;0.01845;0.2872;0.06424;Thhalv10013798m;0.03377;0.3769;0.08958;Medtr2g054880.2;0.1807;1.453;0.1244;MA_165947g0010;0.2248;NA;NA;lcl|NW_010964923.1_cds_XP_010533181.1_9370;0.1292;0.9347;0.1382
AT1G04880.1.1;470473;0.03659;0.08205;0.4459;Bradi3g43310.2;0.4796;NA;NA;Carubv10010835m;0.07934;0.1958;0.4052;Thhalv10007631m;0.06486;0.2751;0.2358;Medtr1g116180.1;0.3165;2.551;0.1241;MA_2809g0010;0.4537;2.598;0.1746;lcl|NW_010969548.1_cds_XP_010522407.1_36102;0.1997;1.008;0.1982
AT1G04900.1.1;470475;0.0113;0.1035;0.1092;Bradi2g58410.3;0.2265;1.644;0.1378;Carubv10011212m;0.01836;0.1793;0.1024;Thhalv10007628m;0.0315;0.2476;0.1272;Medtr2g031240.1;0.1419;1.342;0.1058;MA_699180g0010;0.249;NA;NA;lcl|NW_010969548.1_cds_XP_010522409.1_36105;0.09218;0.5677;0.1624
AT1G04920.1.1;470477;0.006492;0.1083;0.05993;Bradi2g58860.1;0.2362;NA;NA;Carubv10008160m;0.02057;0.2373;0.0867;Thhalv10006639m;0.02471;0.3375;0.07323;Medtr3g047380.1;0.1721;NA;NA;MA_103595g0010;0.2954;NA;NA;lcl|NW_010969548.1_cds_XP_010522391.1_36087;0.07768;0.9932;0.07821
AT1G04950.3.1;333812;0.01865;0.08041;0.2319;Bradi4g27220.1;0.2844;2.485;0.1144;Carubv10008770m;0.03618;0.1813;0.1995;Thhalv10007291m;0.05794;0.2406;0.2408;Medtr7g024867.1;0.2352;1.316;0.1788;MA_10433952g0010;0.4763;2.777;0.1715;lcl|NW_010969548.1_cds_XP_010522376.1_36074;0.1223;0.7109;0.172
AT1G04960.1.1;470484;0.03189;0.1175;0.2713;Bradi4g33460.1;0.4013;2.116;0.1896;Carubv10012006m;0.04237;0.2631;0.1611;Thhalv10008218m;0.07917;0.3589;0.2206;Medtr3g082850.1;0.4456;1.814;0.2456;MA_335371g0010;0.3911;NA;NA;lcl|NW_010969548.1_cds_XP_010522375.1_36073;0.1854;0.8016;0.2313
AT1G04970.1.1;919186;0.01837;0.09283;0.1978;Bradi1g42780.1;0.4742;2.735;0.1734;Carubv10008924m;0.04626;0.2122;0.218;Thhalv10007436m;0.05262;0.2957;0.1779;Medtr5g084690.1;0.3087;1.624;0.19;MA_10437215g0010;0.4508;NA;NA;lcl|NW_010965696.1_cds_XP_010542995.1_18110;0.1216;0.7648;0.159
AT1G04985.1.1;910174;0.02188;0.1057;0.207;Bradi5g25547.1;0.4899;NA;NA;Carubv10012011m;0.01923;0.248;0.07753;Thhalv10008833m;0.04464;0.289;0.1545;Medtr5g084980.1;0.3633;2.144;0.1695;MA_126558g0010;0.3967;NA;NA;lcl|NW_010967707.1_cds_XP_010556970.1_30630;0.166;0.5977;0.2777
AT1G05000.1.1;470491;0.02656;0.1804;0.1472;Bradi1g46220.1;0.3167;2.441;0.1298;Carubv10010108m;0.05355;0.2817;0.1901;Thhalv10008768m;0.05286;0.4092;0.1292;Medtr5g085300.1;0.2403;2.326;0.1033;MA_10430435g0010;0.2837;NA;NA;lcl|NW_010965696.1_cds_XP_010542999.1_18113;0.1028;1.026;0.1001
AT1G05055.1.1;470495;0.003308;0.1233;0.02683;Bradi5g15270.1;0.1782;2.051;0.08692;Carubv10009246m;0.02354;0.3029;0.0777;Thhalv10007730m;0.02582;0.3353;0.07699;Medtr7g089440.4;0.1702;1.793;0.09495;MA_957334g0010;0.3101;NA;NA;lcl|NW_010969548.1_cds_XP_010522360.1_36057;0.06109;0.8966;0.06813
AT1G05060.1.1;470496;0.01885;0.1607;0.1173;Bradi1g44640.6;0.3795;2.628;0.1444;Carubv10010084m;0.04142;0.2371;0.1747;Thhalv10008572m;0.03864;0.1971;0.1961;Medtr5g085980.1;0.3112;1.591;0.1956;MA_10435358g0010;0.3438;2.318;0.1483;lcl|NW_010967707.1_cds_XP_010556990.1_30649;0.1454;0.556;0.2614
AT1G05120.1.1;470503;0.03133;0.1061;0.2952;Bradi1g26440.1;0.2983;1.602;0.1862;Carubv10008314m;0.05075;0.2493;0.2036;Thhalv10006803m;0.09692;0.3648;0.2657;Medtr4g049500.1;0.2231;1.731;0.1289;MA_42020g0010;0.3071;2.832;0.1084;lcl|NW_010969548.1_cds_XP_010522351.1_36046;0.1477;0.7987;0.1849
AT1G05180.1.1;470511;0.01961;0.1292;0.1518;Bradi1g03800.1;0.2307;2.525;0.09136;Carubv10008715m;0.04946;0.3014;0.1641;Thhalv10007362m;0.04304;0.2678;0.1607;Medtr4g048220.1;0.1427;1.093;0.1306;MA_10312961g0010;0.2701;2.095;0.1289;lcl|NW_010965696.1_cds_XP_010543011.1_18124;0.07924;0.7141;0.111
AT1G05190.1.1;470512;0.005478;0.162;0.03381;Bradi1g62170.1;0.2062;2.838;0.07267;Carubv10010237m;0.005469;0.3001;0.01822;Thhalv10008693m;0.007331;0.3913;0.01873;Medtr0316s0010.1;0.1083;1.598;0.0678;MA_65574g0010;0.5078;1.125;0.4513;lcl|NW_010969548.1_cds_XP_010522339.1_36037;0.1044;0.949;0.11
AT1G05270.1.1;919222;0.01311;0.1267;0.1034;Bradi2g20810.3;0.3409;NA;NA;Carubv10012564m;0.02893;0.2391;0.121;Thhalv10007929m;0.06104;0.273;0.2236;Medtr4g046707.1;0.2685;1.426;0.1883;MA_9936318g0010;0.2776;2.535;0.1095;lcl|NW_010969548.1_cds_XP_010522328.1_36026;0.1403;0.7529;0.1863
AT1G05310.1.1;910212;0.02142;0.2073;0.1033;Bradi3g17880.1;0.3114;NA;NA;Carubv10011085m;0.04141;0.3757;0.1102;Thhalv10009800m;0.05352;0.5605;0.09549;Medtr7g092780.1;0.268;NA;NA;MA_181657g0020;0.3725;NA;NA;lcl|NW_010965696.1_cds_XP_010543016.1_18131;0.1234;1.233;0.1001
AT1G05350.1.1;470535;0.006523;0.1147;0.05687;Bradi3g44000.2;0.1544;2.042;0.07563;Carubv10009195m;0.02266;0.1974;0.1148;Thhalv10007699m;0.01654;0.2573;0.06429;Medtr3g099240.1;0.1403;1.296;0.1083;MA_10427922g0010;0.2956;NA;NA;lcl|NW_010965372.1_cds_XP_010536624.1_12403;0.09275;0.7089;0.1308
AT1G05370.1.1;919235;0.006097;0.1264;0.04824;Bradi1g69690.1;0.2969;1.934;0.1535;Carubv10009204m;0.01503;0.319;0.04713;Thhalv10007749m;0.02028;0.2744;0.07389;Medtr1g104540.1;0.215;1.441;0.1492;MA_10271g0010;0.4459;NA;NA;lcl|NW_010967707.1_cds_XP_010557023.1_30683;0.1231;0.6826;0.1803
AT1G05385.1.1;470540;0.02282;0.07513;0.3037;Bradi1g08718.1;0.4832;NA;NA;Carubv10011658m;0.07757;0.199;0.3899;Thhalv10008840m;0.07204;0.4086;0.1763;Medtr1g103810.2;0.3619;2.577;0.1405;MA_8647620g0010;0.3346;NA;NA;lcl|NW_010969548.1_cds_XP_010522297.1_35997;0.2136;1.326;0.1611
AT1G05410.1.1;470543;0.03034;0.08494;0.3572;Bradi1g08780.1;0.5331;NA;NA;Carubv10009042m;0.07768;0.2313;0.3359;Thhalv10007544m;0.1155;0.2939;0.3929;Medtr5g006390.1;0.4813;3.24;0.1485;MA_10433214g0030;0.5286;NA;NA;lcl|NW_010969548.1_cds_XP_010522293.1_35995;0.2406;1;0.2406
AT1G05430.1.1;470544;0.04679;0.1084;0.4316;Bradi3g27110.7;0.6945;NA;NA;Carubv10010009m;0.1152;0.2962;0.3889;Thhalv10008449m;0.1753;0.3359;0.5219;Medtr5g006410.1;0.6236;NA;NA;MA_441865g0010;0.836;NA;NA;lcl|NW_010967707.1_cds_XP_010557027.1_30685;0.313;0.9128;0.3429
AT1G05440.1.1;919242;0.0659;0.1899;0.3471;Bradi1g08790.1;0.6836;NA;NA;Carubv10012616m;0.1179;0.3318;0.3553;Thhalv10002568m;0.1372;0.4622;0.2968;Medtr1g103560.1;0.4446;1.99;0.2234;MA_561472g0010;0.5504;NA;NA;lcl|NW_010969548.1_cds_XP_010522294.1_35994;0.2484;0.769;0.323
AT1G05470.2.1;333866;0.005762;0.1372;0.042;Bradi1g05920.1;0.2816;NA;NA;Carubv10008606m;0.01142;0.21;0.05437;Thhalv10007110m;0.01313;0.276;0.04757;Medtr5g006820.1;0.1494;1.721;0.08678;MA_29682g0010;0.2757;NA;NA;lcl|NW_010967707.1_cds_XP_010557032.1_30693;0.06211;0.9325;0.06661
AT1G05490.1.1;470549;0.04061;0.1127;0.3602;Bradi2g26500.5;0.6597;NA;NA;Carubv10008086m;0.09783;0.2505;0.3906;Thhalv10010079m;0.1055;0.3246;0.325;Medtr7g029525.1;0.6208;NA;NA;MA_15897g0010;0.5222;NA;NA;lcl|NW_010968505.1_cds_XP_010519701.1_33663;0.3171;1.344;0.2358
AT1G05510.1.1;470551;0.0141;0.1234;0.1142;Bradi5g10450.1;0.2439;NA;NA;Carubv10010839m;0.00825;0.2864;0.0288;Thhalv10009707m;0.03152;0.3587;0.08787;Medtr3g084870.1;0.2615;NA;NA;MA_424011g0020;0.4555;NA;NA;lcl|NW_010967707.1_cds_XP_010557034.1_30694;0.1092;1.403;0.07785
AT1G05577.1.1;470558;0.01927;0.09343;0.2063;Bradi2g51680.2;0.5754;NA;NA;Carubv10011656m;0.05739;0.238;0.2411;Thhalv10009387m;0.07455;0.3047;0.2447;Medtr2g062310.1;0.4535;1.912;0.2371;MA_3651g0010;0.6357;NA;NA;lcl|NW_010969548.1_cds_XP_010523156.1_35971;0.2535;1.081;0.2344
AT1G05590.3.1;470561;0.03087;0.1084;0.2849;Bradi1g69660.1;0.3619;NA;NA;Carubv10011603m;0.04811;0.2341;0.2056;Thhalv10007181m;0.05614;0.2908;0.193;Medtr2g062560.1;0.2527;1.915;0.132;MA_92690g0010;0.3262;NA;NA;lcl|NW_010967707.1_cds_XP_010557048.1_30710;0.1375;1.035;0.1328
AT1G05600.3.1;470562;0.02235;0.09915;0.2254;Bradi2g58500.1;0.6536;NA;NA;Carubv10012229m;0.03379;0.2479;0.1363;Thhalv10007424m;0.04486;0.3017;0.1487;Medtr5g048070.1;0.3223;1.756;0.1835;MA_90107g0010;0.6028;NA;NA;lcl|NW_010965696.1_cds_XP_010542775.1_17900;0.1479;0.7316;0.2022
AT1G05620.1.1;470564;0.01713;0.1178;0.1454;Bradi1g57470.3;0.1974;NA;NA;Carubv10009769m;0.03189;0.2425;0.1315;Thhalv10008223m;0.03924;0.2652;0.148;Medtr1g039410.1;0.1539;1.477;0.1042;MA_26307g0010;0.3005;NA;NA;lcl|NW_010967707.1_cds_XP_010557049.1_30711;0.07895;0.7135;0.1107
AT1G05670.3.1;470571;0.02601;0.1596;0.1629;Bradi1g26330.1;0.5006;NA;NA;Carubv10008426m;0.04666;0.2198;0.2123;Thhalv10010012m;0.06569;0.3267;0.2011;Medtr8g105170.1;0.2946;2.088;0.1411;MA_90177g0010;0.5163;NA;NA;lcl|NW_010966617.1_cds_XP_010551483.1_25630;0.1443;0.6238;0.2313
AT1G05850.2.1;470596;0.01521;0.1807;0.08416;Bradi4g34040.1;0.247;3.875;0.06374;Carubv10009762m;0.0221;0.2978;0.07422;Thhalv10008219m;0.03549;0.3103;0.1144;Medtr7g021640.1;0.1973;2.198;0.08979;MA_10435764g0010;0.2601;1.75;0.1486;lcl|NW_010969548.1_cds_XP_010522204.1_35909;0.08234;0.9417;0.08744
AT1G05910.1.1;470606;0.01764;0.07324;0.2408;Bradi4g35150.3;0.2369;2.306;0.1027;Carubv10008115m;0.03474;0.2039;0.1704;Thhalv10006586m;0.03942;0.2072;0.1903;Medtr4g067100.2;0.1832;1.259;0.1455;MA_10432357g0010;0.2432;3.755;0.06478;lcl|NW_010967707.1_cds_XP_010557101.1_30766;0.1052;0.5312;0.198
AT1G05970.2.1;470610;0.05493;0.2305;0.2383;Bradi5g27270.5;0.5405;NA;NA;Carubv10010117m;0.1101;0.3914;0.2813;Thhalv10008811m;0.207;0.5758;0.3595;Medtr3g021420.1;0.4714;NA;NA;MA_9884g0010;0.4655;2.107;0.221;lcl|NW_010967707.1_cds_XP_010557093.1_30759;0.3133;0.9188;0.341
AT1G06050.1.1;919311;0.02535;0.1514;0.1674;Bradi3g17060.4;0.2823;2.121;0.1331;Carubv10009838m;0.03728;0.2774;0.1344;Thhalv10008266m;0.04242;0.2621;0.1618;Medtr4g067360.1;0.2718;1.191;0.2283;MA_9582908g0010;0.3035;NA;NA;lcl|NW_010965696.1_cds_XP_010542742.1_17868;0.1252;0.8576;0.146
AT1G06070.1.1;919313;0.01686;0.1416;0.119;Bradi4g35240.2;0.3092;1.289;0.2398;Carubv10008993m;0.026950000000000002;0.2782;0.09689;Thhalv10007692m;0.06717;0.3706;0.1812;Medtr2g099050.1;0.1787;1.388;0.1287;MA_6407g0010;0.4076;NA;NA;lcl|NW_010967707.1_cds_XP_010557079.1_30746;0.09219;0.6499;0.1418
AT1G06220.3.1;470642;0.007337;0.1016;0.07221;Bradi1g36340.1;0.1748;NA;NA;Carubv10000142m;0.01381;0.2839;0.04865;Thhalv10006688m;0.01863;0.3261;0.05713;Medtr4g116430.1;0.07825;1.523;0.05138;MA_931263g0010;0.1466;NA;NA;lcl|NW_010965625.1_cds_XP_010542074.1_17263;0.04491;0.6866;0.06541
AT1G06230.4.1;333928;0.03577;0.13;0.2753;Bradi3g09460.1;0.4608;NA;NA;Carubv10008353m;0.04536;0.2223;0.204;Thhalv10006830m;0.05512;0.2442;0.2257;Medtr2g091130.2;0.3233;1.758;0.1839;MA_18020g0010;0.421;NA;NA;lcl|NW_010969548.1_cds_XP_010522144.1_35827;0.1989;0.6897;0.2884
AT1G06240.1.1;470644;0.0227;0.1383;0.1641;Bradi2g06920.3;0.3513;1.435;0.2448;Carubv10011561m;0.03261;0.2711;0.1203;Thhalv10007851m;0.05355;0.3185;0.1681;Medtr2g091140.1;0.2415;1.212;0.1992;MA_10432484g0010;0.23;1.496;0.1537;lcl|NW_010969548.1_cds_XP_010522141.1_35833;0.1515;0.7177;0.211
AT1G06290.1.1;470649;0.01044;0.1112;0.0939;Bradi3g22660.1;0.2413;1.853;0.1302;Carubv10012245m;0.01867;0.2494;0.07486;Thhalv10006988m;0.03377;0.2841;0.1188;Medtr4g079290.1;0.1807;1.615;0.1119;MA_4442g0010;0.2304;NA;NA;lcl|NW_010969548.1_cds_XP_010522108.1_35818;0.08088;0.7468;0.1083
AT1G06470.4.1;919363;0.01427;0.07297;0.1956;Bradi1g49160.2;0.3003;NA;NA;Carubv10009289m;0.02286;0.1721;0.1328;Thhalv10007752m;0.03102;0.2229;0.1391;Medtr8g016090.4;0.2055;1.38;0.1489;MA_10432840g0010;0.3556;NA;NA;lcl|NW_010965696.1_cds_XP_010542718.1_17847;0.09349;0.5686;0.1644
AT1G06510.1.1;919368;0.04823;0.1272;0.3791;Bradi2g47380.3;0.6211;NA;NA;Carubv10011989m;0.08465;0.1939;0.4366;Thhalv10009532m;0.1122;0.324;0.3464;Medtr5g091560.3;0.3908;1.864;0.2097;MA_10257361g0010;0.7642;NA;NA;lcl|NW_010969548.1_cds_XP_010522072.1_35785;0.2195;0.9169;0.2394
AT1G06550.1.1;910343;0.02706;0.1183;0.2288;Bradi2g50010.1;0.2637;1.934;0.1364;Carubv10009384m;0.05807;0.2317;0.2506;Thhalv10007893m;0.04741;0.2592;0.1829;Medtr3g046330.1;0.1913;1.866;0.1025;MA_105804g0010;0.3299;NA;NA;lcl|NW_010967707.1_cds_XP_010557149.1_30811;0.09952;0.6641;0.1499
AT1G06560.1.1;910344;0.03978;0.104;0.3827;Bradi3g21700.1;0.3227;1.881;0.1716;Carubv10011768m;0.03855;0.1953;0.1974;Thhalv10007146m;0.05944;0.2432;0.2444;Medtr5g091110.1;0.2674;1.177;0.2271;MA_10437118g0010;0.3364;2.217;0.1517;lcl|NW_010967707.1_cds_XP_010557151.1_30812;0.1534;0.5297;0.2896
AT1G06590.1.1;919375;0.01981;0.0864;0.2292;Bradi4g01090.1;0.3668;2.269;0.1616;Carubv10008254m;0.03464;0.2075;0.1669;Thhalv10006743m;0.06332;0.2417;0.262;Medtr5g091020.1;0.2321;1.227;0.1892;MA_1729g0010;0.2703;1.643;0.1645;lcl|NW_010969548.1_cds_XP_010522058.1_35773;0.1163;0.5046;0.2304
AT1G06680.1.1;470689;0.004231;0.06406;0.06606;Bradi1g58160.1;0.1981;0.6268;0.3161;Carubv10011102m;0.01275;0.163;0.07821;Thhalv10008504m;0.03812;0.2283;0.1669;Medtr3g449930.1;0.1514;2.216;0.06831;MA_3005g0010;0.2869;2.188;0.1311;lcl|NW_010965696.1_cds_XP_010543054.1_17836;0.09948;0.6985;0.1424
AT1G06690.1.1;470691;0.01618;0.1338;0.1209;Bradi1g58220.3;0.1937;1.606;0.1206;Carubv10011808m;0.02502;0.1956;0.1279;Thhalv10007941m;0.03111;0.2487;0.1251;Medtr3g449790.1;0.1702;1.446;0.1177;MA_668159g0010;0.4461;NA;NA;lcl|NW_010965696.1_cds_XP_010542710.1_17835;0.1077;0.8036;0.134
AT1G06730.1.1;919388;0.02575;0.1184;0.2176;Bradi1g74150.1;0.3825;NA;NA;Carubv10008753m;0.04592;0.2125;0.2161;Thhalv10007491m;0.05791;0.2725;0.2125;Medtr1g070375.1;0.3496;1.376;0.2541;MA_10426046g0010;0.4801;NA;NA;lcl|NW_010969548.1_cds_XP_010522035.1_35750;0.1687;0.7233;0.2332
AT1G06820.1.1;470704;0.02357;0.1005;0.2344;Bradi4g16010.1;0.1562;3.29;0.04747;Carubv10008639m;0.02801;0.2434;0.1151;Thhalv10007141m;0.04065;0.2668;0.1524;Medtr1g054965.1;0.1311;1.531;0.08564;MA_10436461g0010;0.1403;1.521;0.09221;lcl|NW_010966881.1_cds_XP_010553409.1_27371;0.0958;0.5875;0.1631
AT1G06900.1.1;919404;0.005012;0.0764;0.0656;Bradi1g63160.1;0.2815;2.603;0.1082;Carubv10012025m;0.02106;0.2017;0.1044;Thhalv10006660m;0.0273;0.2632;0.1037;Medtr3g466820.1;0.1813;1.569;0.1156;MA_10436407g0010;0.3767;NA;NA;lcl|NW_010969548.1_cds_XP_010522008.1_35725;0.09684;0.7628;0.127
AT1G06920.1.1;470713;0.09382;0.1504;0.6236;Bradi2g53610.1;0.6567;NA;NA;Carubv10011767m;0.1474;0.2673;0.5513;Thhalv10009577m;0.1391;0.366;0.3801;Medtr5g075210.1;0.5713;2.138;0.2673;MA_23257g0010;0.61;NA;NA;lcl|NW_010969548.1_cds_XP_010522005.1_35724;0.2983;0.8299;0.3595
AT1G06950.1.1;470715;0.009205;0.08418;0.1093;Bradi3g29750.3;0.3159;3.027;0.1044;Carubv10008186m;0.02089;0.179;0.1167;Thhalv10006671m;0.04017;0.2418;0.1662;Medtr5g074690.1;0.207;1.368;0.1514;MA_76221g0010;0.2575;NA;NA;lcl|NW_010969548.1_cds_XP_010523146.1_35715;0.1286;0.67490000000000006;0.1905
AT1G07020.1.1;910388;0.06132;0.159;0.3856;Bradi2g41350.1;0.6586;NA;NA;Carubv10012654m;0.07882;0.2288;0.3445;Thhalv10008798m;0.1075;0.3553;0.3025;Medtr3g031370.1;0.3982;1.148;0.3469;MA_17594g0010;0.6472;NA;NA;lcl|NW_010969548.1_cds_XP_010521987.1_35706;0.2364;0.8193;0.2885
AT1G07040.1.1;919426;0.0252;0.1907;0.1322;Bradi3g28120.1;0.3226;2.827;0.1141;Carubv10012278m;0.04383;0.2768;0.1583;Thhalv10007958m;0.07689;0.3738;0.2057;Medtr5g038460.2;0.2181;1.858;0.1174;MA_10436799g0010;0.3055;1.754;0.1742;lcl|NW_010966822.1_cds_XP_010552597.1_26617;0.1228;0.8953;0.1372
AT1G07080.1.1;470730;0.02966;0.1719;0.1725;Bradi1g65246.2;0.4474;NA;NA;Carubv10010028m;0.07498;0.4061;0.1846;Thhalv10008497m;0.06385;0.3303;0.1933;Medtr3g031800.1;0.4175;1.28;0.3261;MA_8708140g0010;0.3901;1.905;0.2048;lcl|NW_010967707.1_cds_XP_010557194.1_30856;0.1934;0.84;0.2303
AT1G07090.1.1;919431;0.006778;0.1387;0.04886;Bradi2g29110.2;0.2321;NA;NA;Carubv10010340m;0.01595;0.2579;0.06183;Thhalv10009726m;0.03508;0.3528;0.09943;Medtr5g072510.1;0.1931;2.077;0.093;MA_12926g0010;0.3087;NA;NA;lcl|NW_010965696.1_cds_XP_010542671.1_17798;0.1042;1.144;0.09108
AT1G07110.1.1;470732;0.01355;0.08766;0.1546;Bradi2g34580.1;0.2018;NA;NA;Carubv10012057m;0.02046;0.1667;0.1227;Thhalv10006902m;0.04281;0.2167;0.1976;Medtr3g464770.1;0.1427;1.354;0.1054;MA_271856g0010;0.06543;2.436;0.02686;lcl|NW_010969548.1_cds_XP_010521961.1_35681;0.07919;0.5935;0.1334
AT1G07130.1.1;919434;0.03846;0.1103;0.3485;Bradi1g61610.9;0.495;NA;NA;Carubv10010524m;0.09502;0.3084;0.3082;Thhalv10008979m;0.1091;0.3479;0.3135;Medtr1g033230.1;0.4237;NA;NA;MA_98424g0010;0.5321;NA;NA;lcl|NW_010969548.1_cds_XP_010521958.1_35679;0.2148;1.059;0.2028
AT1G07210.1.1;919445;0.02586;0.1533;0.1687;Bradi3g30060.3;0.5573;1.529;0.3645;Carubv10009750m;0.06587;0.3212;0.205;Thhalv10008508m;0.1123;0.3994;0.2811;Medtr7g117410.1;0.4599;2.237;0.2056;MA_35405g0010;0.4821;3.213;0.15;lcl|NW_010967707.1_cds_XP_010557204.1_30867;0.2817;1.104;0.2551
AT1G07220.1.1;919446;0.01907;0.09698;0.1966;Bradi2g35840.1;0.4212;NA;NA;Carubv10008891m;0.03196;0.2834;0.1128;Thhalv10007804m;0.04939;0.2659;0.1858;Medtr3g464000.1;0.2683;2.455;0.1093;MA_53054g0010;0.3298;NA;NA;lcl|NW_010965696.1_cds_XP_010542663.1_17790;0.1063;0.8724;0.1219
AT1G07230.1.1;919447;0.01845;0.1589;0.1161;Bradi1g03250.2;0.2326;NA;NA;Carubv10008826m;0.02043;0.3114;0.06561;Thhalv10007332m;0.03473;0.4693;0.07401;Medtr3g463760.1;0.1755;1.608;0.1092;MA_10432139g0010;0.2451;NA;NA;lcl|NW_010969548.1_cds_XP_010521945.1_35665;0.06554;1.034;0.06339
AT1G07510.1.1;919477;0.02126;0.1559;0.1364;Bradi2g23357.1;0.1746;2.443;0.07146;Carubv10008328m;0.02507;0.2419;0.1037;Thhalv10006814m;0.03951;0.2515;0.1571;Medtr4g064350.1;0.1684;1.829;0.0921;MA_10433799g0010;0.2745;NA;NA;lcl|NW_010965696.1_cds_XP_010542639.1_17765;0.08893;0.8048;0.1105
AT1G07590.1.1;470785;0.01915;0.1925;0.09947;Bradi3g16227.1;0.3467;NA;NA;Carubv10008810m;0.03498;0.2842;0.1231;Thhalv10007326m;0.03643;0.3923;0.09286;Medtr2g096880.1;0.2645;1.915;0.1381;MA_58210g0010;0.4078;3.003;0.1358;lcl|NW_010969548.1_cds_XP_010521838.1_35561;0.1392;0.7635;0.1823
AT1G07645.1.1;334053;0.01009;0.1842;0.05476;Bradi1g66460.1;0.2391;0.9835;0.2431;Carubv10012292m;0.01969;0.3178;0.06197;Thhalv10009069m;0.01992;0.3033;0.06568;Medtr4g063500.1;0.1421;2.008;0.07076;MA_162307g0010;0.2651;1.994;0.1329;lcl|NW_010969548.1_cds_XP_010521827.1_35549;0.1205;0.887;0.1359
AT1G07700.4.1;910459;0.03657;0.1046;0.3496;Bradi3g46420.1;0.4079;NA;NA;Carubv10010324m;0.05247;0.2555;0.2053;Thhalv10026224m;0.1682;0.4418;0.3807;Medtr3g101740.1;0.3505;1.745;0.2009;MA_255552g0010;0.4573;NA;NA;lcl|NW_010971389.1_cds_XP_010525983.1_39265;0.2432;1.005;0.242
AT1G07740.1.1;470804;0.02827;0.1425;0.1983;Bradi2g17702.1;0.5578;NA;NA;Carubv10007904m;0.09569;0.4111;0.2328;Thhalv10009298m;0.05171;0.2926;0.1768;Medtr4g062480.3;0.3359;1.965;0.171;MA_525159g0010;0.54990000000000006;NA;NA;lcl|NW_010969548.1_cds_XP_010521812.1_35535;0.1608;0.8368;0.1922
AT1G07830.1.1;470815;0.01242;0.1781;0.06973;Bradi1g49670.1;0.18;NA;NA;Carubv10018203m;0.02877;0.3277;0.087790000000000007;Thhalv10009035m;0.02334;0.4076;0.05727;Medtr5g015850.1;0.1089;1.463;0.07443;MA_10431503g0010;0.1962;2.245;0.08738;lcl|NW_010966459.1_cds_XP_010550665.1_24912;0.07587;0.766;0.09905
AT1G07960.4.1;470848;0.01628;0.1181;0.1379;Bradi1g65710.1;0.2294;1.317;0.1742;Carubv10010571m;0.03477;0.2953;0.1177;Thhalv10009030m;0.0519;0.2396;0.2166;Medtr2g093680.2;0.185;1.924;0.0962;MA_10434284g0010;0.2372;4.037;0.05875;lcl|NW_010967707.1_cds_XP_010557309.1_30965;0.07379;0.8536;0.08644
