query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS
AT1G03280.3.1;918994;0.02104;0.117;0.1799;Carubv10009067m;0.03909;0.2023;0.1932;Thhalv10023437m;0.1008;0.2682;0.3757;Medtr8g077000.1;0.2326;1.748;0.1331;lcl|NW_010970491.1_cds_XP_010525323.1_38665;0.1398;0.8669;0.1613
AT1G03310.2.1;470308;0.02949;0.1252;0.2356;Carubv10012076m;0.05275;0.2521;0.2092;Thhalv10006762m;0.06587;0.3298;0.1997;Medtr7g094560.1;0.3524;1.797;0.196;lcl|NW_010969548.1_cds_XP_010522699.1_36372;0.1472;0.7278;0.2023
AT1G03330.1.1;470311;0.0;0.09105;0.0;Carubv10010754m;0.01579;0.1436;0.11;Thhalv10009199m;0.01035;0.2931;0.0353;Medtr7g104700.1;0.03152;1.856;0.01699;lcl|NW_010969548.1_cds_XP_010522691.1_36370;0.03311;0.5034;0.06577
AT1G03350.1.1;470313;0.04286;0.1318;0.3252;Carubv10009113m;0.05307;0.1924;0.2759;Thhalv10009692m;0.07088;0.2634;0.2691;Medtr1g089850.1;0.374;1.575;0.2374;lcl|NW_010969548.1_cds_XP_010522686.1_36366;0.1558;0.7172;0.2172
AT1G03360.1.1;470314;0.01119;0.1145;0.09772;Carubv10009740m;0.015;0.2337;0.06419;Thhalv10008200m;0.0257;0.385;0.06676;Medtr4g121550.1;0.2268;1.889;0.12;lcl|NW_010965696.1_cds_XP_010542878.1_17997;0.09151;0.8816;0.1038
AT1G03370.1.1;919005;0.0132;0.1253;0.1054;Carubv10008175m;0.02846;0.2353;0.1209;Thhalv10000756m;0.04243;0.2954;0.1437;Medtr2g027360.1;0.2114;1.57;0.1347;lcl|NW_010965677.1_cds_XP_010542178.1_17331;0.08302;0.5903;0.1406
AT1G03380.1.1;333664;0.02235;0.0979;0.2283;Carubv10008219m;0.05361;0.1861;0.2881;Thhalv10006706m;0.05936;0.2616;0.2269;Medtr1g089110.2;0.3432;1.384;0.2479;lcl|NW_010969548.1_cds_XP_010522679.1_36359;0.1675;0.5327;0.3145
AT1G03390.1.1;919007;0.02404;0.1431;0.168;Carubv10011653m;0.04165;0.2577;0.1616;Thhalv10007560m;0.05462;0.2962;0.1844;Medtr1g053315.1;0.2526;1.63;0.155;lcl|NW_010965304.1_cds_XP_010535992.1_11836;0.1164;0.9373;0.1242
AT1G03440.1.1;470318;0.01993;0.1969;0.1013;Carubv10009374m;0.03691;0.4108;0.08986;Thhalv10007833m;0.03246;0.368;0.08822;Medtr1g089280.1;0.1974;2.415;0.08173;lcl|NW_010967707.1_cds_XP_010556795.1_30444;0.08785;0.933;0.09416
AT1G03470.4.1;470323;0.04387;0.1366;0.3213;Carubv10009847m;0.08138;0.2802;0.2904;Thhalv10008490m;0.05848;0.238;0.2458;Medtr7g108070.1;0.4471;2.608;0.1714;lcl|NW_010969548.1_cds_XP_010522660.1_36347;0.2395;1.427;0.1678
AT1G03475.1.1;919013;0.005164;0.1307;0.0395;Carubv10009383m;0.01632;0.2293;0.07119;Thhalv10007888m;0.01765;0.2909;0.06068;Medtr5g098800.1;0.1349;1.513;0.08918;lcl|NW_010967707.1_cds_XP_010556813.1_30465;0.04331;0.7065;0.0613
AT1G03510.1.1;919017;0.02745;0.1683;0.1631;Carubv10011372m;0.03671;0.3122;0.1176;Thhalv10007694m;0.04743;0.3418;0.1388;Medtr2g061460.1;0.3231;2.185;0.1479;lcl|NW_010967707.1_cds_XP_010556816.1_30468;0.1307;0.9914;0.1318
AT1G03530.1.1;311450;0.04318;0.1115;0.3872;Carubv10008331m;0.07529;0.2499;0.3013;Thhalv10006867m;0.1237;0.35;0.3535;Medtr0072s0050.1;0.4753;NA;NA;lcl|NW_010967707.1_cds_XP_010556822.1_30475;0.2658;0.8822;0.3013
AT1G03540.1.1;919020;0.02885;0.1603;0.18;Carubv10011274m;0.0665;0.2332;0.2851;Thhalv10000094m;0.076;0.3771;0.2015;Medtr2g048855.1;0.3119;3.987;0.07822;lcl|NW_010967707.1_cds_XP_010556825.1_30477;0.1764;0.7138;0.2472
AT1G03560.1.1;311453;0.01863;0.151;0.1234;Carubv10008524m;0.03921;0.2643;0.1483;Thhalv10007014m;0.04928;0.3661;0.1346;Medtr8g054410.2;0.2931;NA;NA;lcl|NW_010967707.1_cds_XP_010556831.1_30483;0.1199;0.9946;0.1206
AT1G03600.1.1;470332;0.01064;0.09395;0.1133;Carubv10010463m;0.04742;0.309;0.1535;Thhalv10008901m;0.06619;0.3084;0.2146;Medtr2g090200.1;0.253;1.258;0.2011;lcl|NW_010967707.1_cds_XP_010558848.1_30485;0.2017;1.447;0.1394
AT1G03650.1.1;311459;0.04051;0.1541;0.2629;Carubv10010366m;0.03585;0.1782;0.2011;Thhalv10008981m;0.04512;0.2599;0.1736;Medtr4g046047.1;0.2029;1.452;0.1397;lcl|NW_010969548.1_cds_XP_010522614.1_36302;0.1245;0.6195;0.201
AT1G03687.1.1;910029;0.0356;0.1079;0.3299;Carubv10009418m;0.047;0.1868;0.2516;Thhalv10007899m;0.07347;0.2979;0.2466;Medtr2g090335.1;0.339;NA;NA;lcl|NW_010965696.1_cds_XP_010542890.1_18011;0.1398;0.7939;0.1761
AT1G03700.1.1;470341;0.0;0.159;0.0;Carubv10012189m;0.01156;0.2287;0.05054;Thhalv10009824m;0.008144;0.3744;0.02175;Medtr0004s0210.1;0.288;1.18;0.2441;lcl|NW_010965696.1_cds_XP_010542892.1_18013;0.1474;1.121;0.1314
AT1G03750.1.1;910040;0.01949;0.1229;0.1586;Carubv10008286m;0.03501;0.2447;0.1431;Thhalv10006771m;0.05176;0.2769;0.187;Medtr4g078495.1;0.2061;2.859;0.07207;lcl|NW_010969548.1_cds_XP_010522603.1_36292;0.132;0.7631;0.173
AT1G03760.1.1;470349;0.07024;0.1583;0.4436;Carubv10011875m;0.1057;0.2349;0.4498;Thhalv10007808m;0.1628;0.2939;0.554;Medtr4g078505.1;0.4896;NA;NA;lcl|NW_010967707.1_cds_XP_010556841.1_30495;0.2589;0.7103;0.3645
AT1G03780.2.1;470351;0.03324;0.09915;0.3353;Carubv10008388m;0.04448;0.2011;0.2212;Thhalv10006864m;0.07289;0.2753;0.2647;Medtr4g078565.1;0.2899;1.39;0.2085;lcl|NW_010969548.1_cds_XP_010522597.1_36287;0.1758;0.8386;0.2096
AT1G03790.1.1;470353;0.01625;0.1385;0.1173;Carubv10011207m;0.02737;0.3496;0.07829;Thhalv10007884m;0.03984;0.3366;0.1183;Medtr2g090605.1;0.4652;1.926;0.2415;lcl|NW_010967707.1_cds_XP_010556843.1_30496;0.1773;1.144;0.1549
AT1G03820.1.1;919052;0.03493;0.1545;0.226;Carubv10011357m;0.06452;0.3507;0.184;Thhalv10008747m;0.08117;0.4853;0.1673;Medtr2g090660.1;0.538;2.448;0.2197;lcl|NW_010969548.1_cds_XP_010522591.1_36281;0.2057;1.238;0.1661
AT1G03905.1.1;311479;0.004526;0.09984;0.04534;Carubv10009912m;0.01006;0.1831;0.05493;Thhalv10008378m;0.03194;0.2619;0.122;Medtr1g069750.2;0.1518;1.511;0.1005;lcl|NW_010969548.1_cds_XP_010522576.1_36266;0.08262;0.7223;0.1144
AT1G03910.1.1;333714;0.01645;0.1281;0.1285;Carubv10008511m;0.02495;0.1861;0.134;Thhalv10006995m;0.03109;0.2113;0.1471;Medtr7g102700.2;0.1582;1.761;0.08981;lcl|NW_010965775.1_cds_XP_010543455.1_18491;0.1029;0.9408;0.1093
AT1G03920.3.1;311482;0.01552;0.1121;0.1385;Carubv10008713m;0.03664;0.1658;0.221;Thhalv10007188m;0.0478;0.2356;0.2029;Medtr7g097150.1;0.1247;2.196;0.05677;lcl|NW_010967707.1_cds_XP_010556855.1_30508;0.1129;1.231;0.09168
AT1G03940.1.1;470369;0.03063;0.176;0.1741;Carubv10011644m;0.1013;0.3015;0.3359;Thhalv10007549m;0.09884;0.3353;0.2948;Medtr2g089765.1;0.5739;2.726;0.2105;lcl|NW_010969548.1_cds_XP_010522645.1_36329;0.288;1.578;0.1825
AT1G03950.1.1;919070;0.008337;0.1359;0.06136;Carubv10010296m;0.01843;0.2516;0.07328;Thhalv10008774m;0.02853;0.3602;0.07921;Medtr7g097170.1;0.07936;1.778;0.04463;lcl|NW_010969548.1_cds_XP_010522570.1_36257;0.05813;0.7992;0.07274
AT1G04010.1.1;470378;0.008753;0.08264;0.1059;Carubv10008666m;0.01387;0.2136;0.0649;Thhalv10007051m;0.02538;0.2679;0.09472;Medtr7g098010.3;0.1199;1.339;0.08957;lcl|NW_010967707.1_cds_XP_010556860.1_30510;0.07159;0.5821;0.123
AT1G04030.2.1;333726;0.03995;0.09204;0.4341;Carubv10011017m;0.09109;0.2009;0.4535;Thhalv10007735m;0.1199;0.2387;0.5022;Medtr1g069610.1;0.4452;2.052;0.217;lcl|NW_010969548.1_cds_XP_010522560.1_36247;0.2682;0.7585;0.3536
AT1G04040.1.1;470382;0.02786;0.1193;0.2335;Carubv10010000m;0.04806;0.2266;0.2121;Thhalv10008462m;0.06808;0.2514;0.2708;Medtr1g045120.1;0.3789;NA;NA;lcl|NW_010965696.1_cds_XP_010542903.1_18023;0.1774;0.912;0.1945
AT1G04110.1.1;470387;0.0123;0.1066;0.1154;Carubv10012040m;0.02804;0.2828;0.09916;Thhalv10006861m;0.03417;0.3482;0.09814;Medtr7g098630.1;0.2157;1.877;0.1149;lcl|NW_010967707.1_cds_XP_010558849.1_30521;0.1269;0.9812;0.1293
AT1G04120.1.1;919087;0.00969;0.1157;0.08379;Carubv10008087m;0.01569;0.2056;0.07635;Thhalv10006549m;0.02736;0.2692;0.1016;Medtr1g069450.1;0.1175;1.594;0.07372;lcl|NW_010969548.1_cds_XP_010522528.1_36217;0.06658;0.6684;0.09961
AT1G04170.2.1;919093;0.001904;0.1329;0.01432;Carubv10008849m;0.00654;0.2667;0.02452;Thhalv10000157m;0.01338;0.3456;0.03873;Medtr2g069440.2;0.05135;2.24;0.02292;lcl|NW_010967707.1_cds_XP_010556871.1_30525;0.04717;1.016;0.04642
AT1G04190.1.1;919090;0.08545;0.5759;0.1484;Carubv10009715m;0.02502;0.183;0.1367;Thhalv10008141m;0.03956;0.3115;0.127;Medtr1g041435.1;0.1661;1.924;0.08633;lcl|NW_010969548.1_cds_XP_010522519.1_36209;0.08089;0.6777;0.1194
AT1G04200.1.1;470396;0.0194;0.1376;0.141;Carubv10008423m;0.02845;0.2265;0.1256;Thhalv10006925m;0.0322;0.2437;0.1321;Medtr1g102840.1;0.2342;1.501;0.1561;lcl|NW_010967707.1_cds_XP_010556879.1_30533;0.0908;0.6214;0.1461
AT1G04210.1.1;919097;0.02189;0.1054;0.2078;Carubv10008166m;0.05084;0.2433;0.2089;Thhalv10006614m;0.0592;0.311;0.1904;Medtr4g068740.1;0.3447;1.754;0.1965;lcl|NW_010967707.1_cds_XP_010556881.1_30535;0.1675;0.702;0.2387
AT1G04220.1.1;470398;0.00968;0.1758;0.05508;Carubv10008867m;0.01602;0.3009;0.05325;Thhalv10007349m;0.02928;0.2994;0.09781;Medtr1g076430.1;0.1822;NA;NA;lcl|NW_010969548.1_cds_XP_010522508.1_36199;0.08268;1.468;0.05633
AT1G04240.2.1;919100;0.02351;0.11;0.2138;Carubv10010367m;0.05181;0.2285;0.2267;Thhalv10008636m;0.1659;0.4134;0.4013;Medtr1g040675.1;0.2305;1.452;0.1587;lcl|NW_010969548.1_cds_XP_010522505.1_36196;0.134;0.8764;0.1529
AT1G04290.1.1;919105;0.02491;0.1607;0.155;Carubv10010530m;0.04542;0.4712;0.09639;Thhalv10008968m;0.07779;0.4822;0.1613;Medtr3g098130.2;0.246;2.381;0.1033;lcl|NW_010966177.1_cds_XP_010547868.1_22489;0.1564;0.8047;0.1944
AT1G04390.1.1;311525;0.02814;0.09745;0.2888;Carubv10012499m;0.06905;0.2244;0.3077;Thhalv10006788m;0.05677;0.2381;0.2384;Medtr2g069560.1;0.465;1.884;0.2468;lcl|NW_010966725.1_cds_XP_010552397.1_26457;0.1959;0.6538;0.2997
AT1G04400.2.1;470417;0.01086;0.1051;0.1033;Carubv10008610m;0.0212;0.1697;0.125;Thhalv10007081m;0.04156;0.297;0.1399;Medtr1g076190.2;0.2339;1.891;0.1237;lcl|NW_010967707.1_cds_XP_010556906.1_30562;0.1213;1.004;0.1208
AT1G04420.1.1;919118;0.02286;0.1114;0.2051;Carubv10009108m;0.05763;0.2215;0.2602;Thhalv10007737m;0.08263;0.2933;0.2817;Medtr1g042730.1;0.1713;2.26;0.07579;lcl|NW_010969548.1_cds_XP_010522477.1_36170;0.1222;0.7882;0.155
AT1G04430.3.1;470420;0.007892;0.1432;0.05513;Carubv10011254m;0.02181;0.2662;0.08193;Thhalv10007078m;0.03629;0.3247;0.1118;Medtr1g442840.3;0.1407;1.536;0.09157;lcl|NW_010969548.1_cds_XP_010522476.1_36169;0.09338;0.8815;0.1059
AT1G04520.1.1;470432;0.01321;0.1202;0.1098;Carubv10009823m;0.03176;0.3021;0.1051;Thhalv10008311m;0.02228;0.3115;0.07154;Medtr1g073320.1;0.2318;1.508;0.1537;lcl|NW_010969548.1_cds_XP_010522450.1_36146;0.1001;1.001;0.1
AT1G04530.1.1;470433;0.03861;0.1168;0.3306;Carubv10009880m;0.09218;0.2263;0.4073;Thhalv10008199m;0.08471;0.2694;0.3144;Medtr1g073230.1;0.4753;1.464;0.3245;lcl|NW_010967707.1_cds_XP_010556926.1_30587;0.2298;0.7865;0.2921
AT1G04540.1.1;470434;0.02738;0.217;0.1262;Carubv10011922m;0.06497;0.5788;0.1122;Thhalv10007144m;0.08089;0.6821;0.1186;Medtr1g073210.1;0.447;NA;NA;lcl|NW_010967707.1_cds_XP_010556931.1_30589;0.1461;1.423;0.1026
AT1G04555.1.1;470437;0.0186;0.1456;0.1277;Carubv10010566m;0.03235;0.2241;0.1444;Thhalv10009014m;0.04303;0.3021;0.1424;Medtr1g045660.1;0.2476;2.163;0.1144;lcl|NW_010965696.1_cds_XP_010542968.1_18083;0.1261;0.8313;0.1517
AT1G04560.1.1;470438;0.02195;0.2029;0.1082;Carubv10012389m;0.02857;0.2823;0.1012;Thhalv10009503m;0.06583;0.583;0.1129;Medtr1g094035.1;0.172;1.397;0.1231;lcl|NW_010967707.1_cds_XP_010556935.1_30592;0.07234;1.376;0.05258
AT1G04590.1.1;919143;0.04372;0.1057;0.4135;Carubv10009357m;0.08406;0.2527;0.3327;Thhalv10007965m;0.07744;0.2734;0.2833;Medtr5g012120.4;0.2931;1.85;0.1584;lcl|NW_010969548.1_cds_XP_010522443.1_36136;0.2616;0.7367;0.3551
AT1G04610.1.1;470444;0.006012;0.1177;0.05108;Carubv10011757m;0.01322;0.3349;0.03949;Thhalv10010013m;0.02521;0.4025;0.06264;Medtr1g046230.1;0.163;1.662;0.09803;lcl|NW_010965696.1_cds_XP_010542972.1_18087;0.09882;1.11;0.08903
AT1G04620.1.1;470445;0.01896;0.07266;0.2609;Carubv10011940m;0.02212;0.1439;0.1537;Thhalv10007576m;0.02474;0.238;0.104;Medtr1g046250.1;0.1022;1.426;0.07165;lcl|NW_010969548.1_cds_XP_010522439.1_36133;0.06148;0.6052;0.1016
AT1G04640.2.1;311551;0.01071;0.117;0.09153;Carubv10010053m;0.03699;0.2783;0.1329;Thhalv10009297m;0.0389;0.2561;0.1519;Medtr1g106190.2;0.1707;2.088;0.08176;lcl|NW_010969548.1_cds_XP_010522436.1_36130;0.1082;0.6977;0.1551
AT1G04645.1.1;470450;0.07607;0.08598;0.8848;Carubv10011016m;0.1763;0.2003;0.88;Thhalv10009662m;0.2115;0.5598;0.3778;Medtr1g058410.1;0.5609;1.937;0.2895;lcl|NW_010969548.1_cds_XP_010523164.1_36127;0.3914;2.514;0.1557
AT1G04650.1.1;910140;0.03019;0.09606;0.3143;Carubv10008197m;0.08234;0.2402;0.3428;Thhalv10006668m;0.08275;0.2612;0.3168;Medtr1g090050.1;0.4858;2.15;0.226;lcl|NW_010965696.1_cds_XP_010542977.1_18091;0.2118;0.6541;0.3238
AT1G04690.1.1;470455;0.002978;0.1232;0.02416;Carubv10009717m;0.006571;0.3648;0.01801;Thhalv10008181m;0.007477;0.3892;0.01921;Medtr1g047250.1;0.097;2.479;0.03914;lcl|NW_010969548.1_cds_XP_010522430.1_36124;0.02823;0.9568;0.0295
AT1G04730.1.1;919161;0.03398;0.1499;0.2267;Carubv10008280m;0.06729;0.2732;0.2463;Thhalv10006720m;0.06024;0.2653;0.2271;Medtr1g047790.1;0.296;1.522;0.1945;lcl|NW_010967707.1_cds_XP_010556946.1_30604;0.1556;0.7008;0.2221
AT1G04760.2.1;919163;0.004461;0.08374;0.05328;Carubv10012187m;0.01257;0.2145;0.0586;Thhalv10008729m;0.02779;0.2402;0.1157;Medtr1g047720.1;0.1122;1.309;0.08573;lcl|NW_010969548.1_cds_XP_010522416.1_36109;0.04603;0.4802;0.09587
AT1G04780.1.1;470463;0.009712;0.1241;0.07827;Carubv10008526m;0.01574;0.2404;0.06545;Thhalv10007017m;0.02116;0.3054;0.06929;Medtr1g046580.1;0.1914;1.776;0.10780000000000001;lcl|NW_010969548.1_cds_XP_010522417.1_36111;0.1175;0.8651;0.1358
AT1G04790.1.1;470464;0.06485;0.09957;0.6513;Carubv10008582m;0.1101;0.225;0.4893;Thhalv10007101m;0.1113;0.2798;0.3979;Medtr1g047180.2;0.5337;NA;NA;lcl|NW_010965696.1_cds_XP_010542983.1_18099;0.34;0.9396;0.3618
AT1G04850.1.1;470469;0.008978;0.0945;0.095;Carubv10011080m;0.02435;0.1857;0.1311;Thhalv10007758m;0.03818;0.2445;0.1561;Medtr8g085380.1;0.1506;1.467;0.1027;lcl|NW_010967707.1_cds_XP_010556961.1_30620;0.0803;0.6649;0.1208
AT1G04870.2.1;919175;0.008174;0.1209;0.0676;Carubv10009430m;0.01845;0.2872;0.06424;Thhalv10013798m;0.03377;0.3769;0.08958;Medtr2g054880.2;0.1807;1.453;0.1244;lcl|NW_010964923.1_cds_XP_010533181.1_9370;0.1292;0.9347;0.1382
AT1G04880.1.1;470473;0.03659;0.08205;0.4459;Carubv10010835m;0.07934;0.1958;0.4052;Thhalv10007631m;0.06486;0.2751;0.2358;Medtr1g116180.1;0.3165;2.551;0.1241;lcl|NW_010969548.1_cds_XP_010522407.1_36102;0.1997;1.008;0.1982
AT1G04900.1.1;470475;0.0113;0.1035;0.1092;Carubv10011212m;0.01836;0.1793;0.1024;Thhalv10007628m;0.0315;0.2476;0.1272;Medtr2g031240.1;0.1419;1.342;0.1058;lcl|NW_010969548.1_cds_XP_010522409.1_36105;0.09218;0.5677;0.1624
AT1G04910.1.1;470476;0.009052;0.1003;0.09022;Carubv10008864m;0.01313;0.1768;0.07425;Thhalv10007374m;0.0202;0.2322;0.08697;Medtr1g102030.1;0.1607;1.578;0.1019;lcl|NW_010969548.1_cds_XP_010522394.1_36089;0.05714;0.6055;0.09438
AT1G04920.1.1;470477;0.006492;0.1083;0.05993;Carubv10008160m;0.02057;0.2373;0.0867;Thhalv10006639m;0.02471;0.3375;0.07323;Medtr3g047380.1;0.1721;NA;NA;lcl|NW_010969548.1_cds_XP_010522391.1_36087;0.07768;0.9932;0.07821
AT1G04950.3.1;333812;0.01865;0.08041;0.2319;Carubv10008770m;0.03618;0.1813;0.1995;Thhalv10007291m;0.05794;0.2406;0.2408;Medtr7g024867.1;0.2352;1.316;0.1788;lcl|NW_010969548.1_cds_XP_010522376.1_36074;0.1223;0.7109;0.172
AT1G04960.1.1;470484;0.03189;0.1175;0.2713;Carubv10012006m;0.04237;0.2631;0.1611;Thhalv10008218m;0.07917;0.3589;0.2206;Medtr3g082850.1;0.4456;1.814;0.2456;lcl|NW_010969548.1_cds_XP_010522375.1_36073;0.1854;0.8016;0.2313
AT1G04970.1.1;919186;0.01837;0.09283;0.1978;Carubv10008924m;0.04626;0.2122;0.218;Thhalv10007436m;0.05262;0.2957;0.1779;Medtr5g084690.1;0.3087;1.624;0.19;lcl|NW_010965696.1_cds_XP_010542995.1_18110;0.1216;0.7648;0.159
AT1G04980.1.1;470488;0.0171;0.08947;0.1912;Carubv10012209m;0.04376;0.185;0.2365;Thhalv10007682m;0.03346;0.2697;0.1241;Medtr5g084930.1;0.1563;1.136;0.1375;lcl|NW_010967707.1_cds_XP_010556968.1_30629;0.09403;0.6826;0.1378
AT1G04985.1.1;910174;0.02188;0.1057;0.207;Carubv10012011m;0.01923;0.248;0.07753;Thhalv10008833m;0.04464;0.289;0.1545;Medtr5g084980.1;0.3633;2.144;0.1695;lcl|NW_010967707.1_cds_XP_010556970.1_30630;0.166;0.5977;0.2777
AT1G04990.6.1;910175;0.03862;0.06377;0.6056;Carubv10009335m;0.08406;0.2216;0.3793;Thhalv10007912m;0.08786;0.1909;0.4603;Medtr5g085200.2;0.4049;4.286;0.09446;lcl|NW_010969548.1_cds_XP_010522373.1_36071;0.1962;0.5814;0.3375
AT1G05000.1.1;470491;0.02656;0.1804;0.1472;Carubv10010108m;0.05355;0.2817;0.1901;Thhalv10008768m;0.05286;0.4092;0.1292;Medtr5g085300.1;0.2403;2.326;0.1033;lcl|NW_010965696.1_cds_XP_010542999.1_18113;0.1028;1.026;0.1001
AT1G05010.1.1;919192;0.01192;0.1172;0.1017;Carubv10009749m;0.02969;0.2292;0.1296;Thhalv10008207m;0.02635;0.3767;0.06995;Medtr2g025120.1;0.1541;2.407;0.06404;lcl|NW_010969548.1_cds_XP_010522369.1_36066;0.07426;1.099;0.06758
AT1G05020.1.1;919193;0.02407;0.1053;0.2285;Carubv10008537m;0.05112;0.2797;0.1827;Thhalv10007033m;0.06078;0.3964;0.1533;Medtr3g080490.1;0.405;NA;NA;lcl|NW_010967707.1_cds_XP_010556975.1_30635;0.2009;1.103;0.1823
AT1G05055.1.1;470495;0.003308;0.1233;0.02683;Carubv10009246m;0.02354;0.3029;0.0777;Thhalv10007730m;0.02582;0.3353;0.07699;Medtr7g089440.4;0.1702;1.793;0.09495;lcl|NW_010969548.1_cds_XP_010522360.1_36057;0.06109;0.8966;0.06813
AT1G05060.1.1;470496;0.01885;0.1607;0.1173;Carubv10010084m;0.04142;0.2371;0.1747;Thhalv10008572m;0.03864;0.1971;0.1961;Medtr5g085980.1;0.3112;1.591;0.1956;lcl|NW_010967707.1_cds_XP_010556990.1_30649;0.1454;0.556;0.2614
AT1G05070.1.1;470498;0.02445;0.1556;0.1571;Carubv10010412m;0.04391;0.1727;0.2543;Thhalv10008574m;0.0718;0.2857;0.2513;Medtr4g050050.1;0.2408;2.263;0.1064;lcl|NW_010965696.1_cds_XP_010543006.1_18120;0.1303;0.7532;0.173
AT1G05120.1.1;470503;0.03133;0.1061;0.2952;Carubv10008314m;0.05075;0.2493;0.2036;Thhalv10006803m;0.09692;0.3648;0.2657;Medtr4g049500.1;0.2231;1.731;0.1289;lcl|NW_010969548.1_cds_XP_010522351.1_36046;0.1477;0.7987;0.1849
AT1G05160.2.1;470506;0.01914;0.1408;0.136;Carubv10008960m;0.03462;0.2025;0.171;Thhalv10009356m;0.0372;0.2738;0.1359;Medtr2g031930.1;0.237;1.915;0.1237;lcl|NW_010967707.1_cds_XP_010557000.1_30659;0.1414;0.8699;0.1625
AT1G05180.1.1;470511;0.01961;0.1292;0.1518;Carubv10008715m;0.04946;0.3014;0.1641;Thhalv10007362m;0.04304;0.2678;0.1607;Medtr4g048220.1;0.1427;1.093;0.1306;lcl|NW_010965696.1_cds_XP_010543011.1_18124;0.07924;0.7141;0.111
AT1G05190.1.1;470512;0.005478;0.162;0.03381;Carubv10010237m;0.005469;0.3001;0.01822;Thhalv10008693m;0.007331;0.3913;0.01873;Medtr0316s0010.1;0.1083;1.598;0.0678;lcl|NW_010969548.1_cds_XP_010522339.1_36037;0.1044;0.949;0.11
AT1G05200.6.1;470513;0.01542;0.1085;0.1421;Carubv10008223m;0.04117;0.2385;0.1726;Thhalv10006709m;0.05433;0.2343;0.2318;Medtr2g088450.6;0.2279;1.904;0.1197;lcl|NW_010967707.1_cds_XP_010557011.1_30670;0.1281;0.8541;0.15
AT1G05205.1.1;470515;0.009872;0.1338;0.07377;Carubv10010747m;0.01823;0.3193;0.05709;Thhalv10009219m;0.01525;0.2355;0.06477;Medtr2g088460.1;0.1511;1.105;0.1367;lcl|NW_010969548.1_cds_XP_010522332.1_36031;0.03517;1.088;0.03232
AT1G05270.1.1;919222;0.01311;0.1267;0.1034;Carubv10012564m;0.02893;0.2391;0.121;Thhalv10007929m;0.06104;0.273;0.2236;Medtr4g046707.1;0.2685;1.426;0.1883;lcl|NW_010969548.1_cds_XP_010522328.1_36026;0.1403;0.7529;0.1863
AT1G05310.1.1;910212;0.02142;0.2073;0.1033;Carubv10011085m;0.04141;0.3757;0.1102;Thhalv10009800m;0.05352;0.5605;0.09549;Medtr7g092780.1;0.268;NA;NA;lcl|NW_010965696.1_cds_XP_010543016.1_18131;0.1234;1.233;0.1001
AT1G05350.1.1;470535;0.006523;0.1147;0.05687;Carubv10009195m;0.02266;0.1974;0.1148;Thhalv10007699m;0.01654;0.2573;0.06429;Medtr3g099240.1;0.1403;1.296;0.1083;lcl|NW_010965372.1_cds_XP_010536624.1_12403;0.09275;0.7089;0.1308
AT1G05370.1.1;919235;0.006097;0.1264;0.04824;Carubv10009204m;0.01503;0.319;0.04713;Thhalv10007749m;0.02028;0.2744;0.07389;Medtr1g104540.1;0.215;1.441;0.1492;lcl|NW_010967707.1_cds_XP_010557023.1_30683;0.1231;0.6826;0.1803
AT1G05385.1.1;470540;0.02282;0.07513;0.3037;Carubv10011658m;0.07757;0.199;0.3899;Thhalv10008840m;0.07204;0.4086;0.1763;Medtr1g103810.2;0.3619;2.577;0.1405;lcl|NW_010969548.1_cds_XP_010522297.1_35997;0.2136;1.326;0.1611
AT1G05410.1.1;470543;0.03034;0.08494;0.3572;Carubv10009042m;0.07768;0.2313;0.3359;Thhalv10007544m;0.1155;0.2939;0.3929;Medtr5g006390.1;0.4813;3.24;0.1485;lcl|NW_010969548.1_cds_XP_010522293.1_35995;0.2406;1.0;0.2406
AT1G05430.1.1;470544;0.04679;0.1084;0.4316;Carubv10010009m;0.1152;0.2962;0.3889;Thhalv10008449m;0.1753;0.3359;0.5219;Medtr5g006410.1;0.6236;NA;NA;lcl|NW_010967707.1_cds_XP_010557027.1_30685;0.313;0.9128;0.3429
AT1G05440.1.1;919242;0.0659;0.1899;0.3471;Carubv10012616m;0.1179;0.3318;0.3553;Thhalv10002568m;0.1372;0.4622;0.2968;Medtr1g103560.1;0.4446;1.99;0.2234;lcl|NW_010969548.1_cds_XP_010522294.1_35994;0.2484;0.769;0.323
AT1G05450.2.1;470546;0.05607;0.1715;0.3268;Carubv10010889m;0.1584;0.2868;0.5521;Thhalv10008963m;0.1769;0.3502;0.505;Medtr1g103420.1;0.3976;2.771;0.1435;lcl|NW_010965696.1_cds_XP_010543060.1_17908;0.338;1.242;0.2721
